"","WD24CD","wd_pop"
"3799","E05012857",5763
"3800","E05012858",5900
"3801","E05012859",5896
"3802","E05012860",7312
"3803","E05012861",6551
"3804","E05012862",3034
"3805","E05012863",6695
"3806","E05012864",6122
"3807","E05012865",7199
"3808","E05012866",6704
"3809","E05012867",7566
"3810","E05012868",4008
"3811","E05012869",10870
"3812","E05012870",5970
"3813","E05012871",7250
"3814","E05012872",11341
"3815","E05012873",8675
"3816","E05012874",13826
"3817","E05012875",9938
"3818","E05012876",9913
"3819","E05012877",9463
"3820","E05012878",8904
"3821","E05012879",10061
"3822","E05012880",8118
"3823","E05012881",8948
"3824","E05012882",9974
"3825","E05012883",11068
"3826","E05012884",13689
"3827","E05012885",7938
"3828","E05012886",8679
"3829","E05012887",6360
"3830","E05012888",5952
"3831","E05012889",5293
"3832","E05012890",6729
"3833","E05012891",7006
"3834","E05012892",7815
"3835","E05012893",5653
"3836","E05012894",5829
"3837","E05012895",9983
"3838","E05012896",6349
"3839","E05012897",5872
"3840","E05012898",6241
"3841","E05012899",6224
"3842","E05012900",5493
"3843","E05012901",9324
"3844","E05012902",14207
"3845","E05012903",10457
"3846","E05012904",9830
"3847","E05012905",10717
"3848","E05012906",20618
"3849","E05012907",10203
"3850","E05012908",9771
"3851","E05012909",8117
"3852","E05012910",13050
"3853","E05012911",9872
"3854","E05012912",13909
"3855","E05012913",10833
"3856","E05012914",8070
"3857","E05012915",7835
"3858","E05012916",5322
"3859","E05012917",5161
"3860","E05012918",8821
"3861","E05012919",24681
"3862","E05012920",7281
"3863","E05012921",14585
"3864","E05012922",7898
"3865","E05012923",7023
"3866","E05012924",8135
"3867","E05012925",12558
"3868","E05012926",5624
"3869","E05012927",2246
"3870","E05012928",10642
"3871","E05012929",9549
"3872","E05012930",9743
"3873","E05012931",6206
"3874","E05012932",6574
"3875","E05012933",3120
"3876","E05012934",2913
"3877","E05012935",3598
"3878","E05012936",10722
"3879","E05012937",6103
"3880","E05012938",7556
"3881","E05012939",5262
"3882","E05012953",4549
"3883","E05012954",4058
"3884","E05012955",3780
"3885","E05012956",7842
"3886","E05012957",4252
"3887","E05012958",2827
"3888","E05012959",3247
"3889","E05012960",3156
"3890","E05012961",2724
"3891","E05012962",6665
"3892","E05012963",5805
"3893","E05012964",5496
"3894","E05012965",7049
"3895","E05012966",9903
"3896","E05012967",5893
"3897","E05012968",14352
"3898","E05012969",9419
"3899","E05012970",4590
"3900","E05012971",5401
"3901","E05012973",7684
"3902","E05012974",5723
"3903","E05012975",4448
"3904","E05012977",4298
"3905","E05012978",6477
"3906","E05012979",7112
"3907","E05012980",7829
"3908","E05012990",17672
"3909","E05012991",7250
"3910","E05012992",4640
"3911","E05012993",9975
"3912","E05012994",7622
"3913","E05012995",8103
"3914","E05012996",26094
"3915","E05012997",7032
"3916","E05012998",9082
"3917","E05012999",8446
"3918","E05013000",12523
"3919","E05013001",7265
"3920","E05013002",9094
"3921","E05013003",12124
"3922","E05013004",10177
"3923","E05013005",7243
"3924","E05013006",8333
"3925","E05013007",10126
"3926","E05013008",7751
"3927","E05013009",8148
"3928","E05013010",15860
"3929","E05013011",14315
"3930","E05013012",10440
"3931","E05013013",6878
"3932","E05013014",8824
"3933","E05013015",9552
"3934","E05013016",14097
"3935","E05013017",10307
"3936","E05013018",13214
"3937","E05013019",9870
"3938","E05013020",10491
"3939","E05013021",15536
"3940","E05013022",12835
"3941","E05013023",10843
"3942","E05013024",14732
"3943","E05013025",11684
"3944","E05013026",14839
"3945","E05013027",12805
"3946","E05013028",11065
"3947","E05013029",13786
"3948","E05013030",18993
"3949","E05013031",12604
"3950","E05013032",13331
"3951","E05013033",11798
"3952","E05013034",12767
"3953","E05013035",10155
"3954","E05013036",22941
"3955","E05013037",10130
"3956","E05013038",8469
"3957","E05013039",8097
"3958","E05013040",5347
"3959","E05013041",6612
"3960","E05013042",5373
"3961","E05013043",8147
"3962","E05013044",7215
"3963","E05013045",7169
"3964","E05013046",6071
"3965","E05013047",9117
"3966","E05013048",6400
"3967","E05013049",9682
"3968","E05013050",10168
"3969","E05013051",8041
"3970","E05013052",7908
"3971","E05013053",7782
"3972","E05013054",9362
"3973","E05013055",9318
"3974","E05013056",8872
"3975","E05013057",20830
"3976","E05013058",14948
"3977","E05013059",12283
"3978","E05013060",30085
"3979","E05013061",8668
"3980","E05013062",10886
"3981","E05013063",8783
"3982","E05013064",6862
"3983","E05013065",9587
"3984","E05013066",7546
"3985","E05013067",5956
"3986","E05013068",13018
"3987","E05013069",7630
"3988","E05013070",8820
"3989","E05013071",6550
"3990","E05013072",7616
"3991","E05013073",6908
"3992","E05013074",6923
"3993","E05013075",11040
"3994","E05013076",6230
"3995","E05013077",6537
"3996","E05013078",10015
"3997","E05013079",8494
"3998","E05013080",8848
"3999","E05013081",12718
"4000","E05013082",10576
"4001","E05013083",10992
"4002","E05013084",9196
"4003","E05013085",8665
"4004","E05013086",8579
"4005","E05013087",14698
"4006","E05013088",8378
"4007","E05013089",8932
"4008","E05013090",14581
"4009","E05013091",9747
"4010","E05013092",9017
"4011","E05013093",10166
"4012","E05013094",10267
"4013","E05013095",5921
"4014","E05013096",5184
"4015","E05013097",5695
"4016","E05013098",12073
"4017","E05013099",10254
"4018","E05013100",6642
"4019","E05013101",6461
"4020","E05013102",5913
"4021","E05013103",18216
"4022","E05013104",6324
"4023","E05013105",4788
"4024","E05013106",9740
"4025","E05013107",7528
"4026","E05013108",11883
"4027","E05013109",5960
"4028","E05013110",5054
"4029","E05013111",9595
"4030","E05013112",5575
"4031","E05013113",5621
"4032","E05013114",5753
"4033","E05013115",7119
"4034","E05013116",8075
"4035","E05013117",6098
"4036","E05013118",6885
"4037","E05013119",4469
"4038","E05013120",21718
"4039","E05013121",11205
"4040","E05013122",13158
"4041","E05013123",11202
"4042","E05013124",13411
"4043","E05013125",14998
"4044","E05013126",14864
"4045","E05013127",8946
"4046","E05013128",8521
"4047","E05013129",12931
"4048","E05013130",11130
"4049","E05013131",12001
"4050","E05013132",10284
"4051","E05013133",12199
"4052","E05013134",10553
"4053","E05013135",11420
"4054","E05013136",9187
"4055","E05013137",10613
"4056","E05013138",9877
"4057","E05013139",10960
"4058","E05013140",11185
"4059","E05013141",10298
"4060","E05013142",10641
"4061","E05013143",8435
"4062","E05013144",10709
"4063","E05013145",9568
"4064","E05013146",11218
"4065","E05013147",9795
"4066","E05013148",10683
"4067","E05013149",8284
"4068","E05013150",12468
"4069","E05013151",10430
"4070","E05013152",11085
"4071","E05013153",12008
"4072","E05013154",11583
"4073","E05013155",9680
"4074","E05013156",10335
"4075","E05013157",9370
"4076","E05013158",10040
"4077","E05013159",13683
"4078","E05013160",9354
"4079","E05013161",10254
"4080","E05013162",11546
"4081","E05013163",9181
"4082","E05013164",10892
"4083","E05013165",12550
"4084","E05013166",9594
"4085","E05013167",10670
"4086","E05013168",9271
"4087","E05013169",6004
"4088","E05013170",5474
"4089","E05013171",6849
"4090","E05013172",5940
"4091","E05013173",5823
"4092","E05013174",9274
"4093","E05013175",8810
"4094","E05013176",8281
"4095","E05013177",6457
"4096","E05013178",6509
"4097","E05013179",7596
"4098","E05013180",7789
"4099","E05013181",8421
"4100","E05013182",5549
"4101","E05013183",5137
"4102","E05013184",7810
"4103","E05013185",5900
"4104","E05013186",8622
"4105","E05013187",2436
"4106","E05013188",2187
"4107","E05013189",5299
"4108","E05013191",2501
"4109","E05013192",4649
"4110","E05013193",6866
"4111","E05013194",4051
"4112","E05013197",2421
"4113","E05013198",2639
"4114","E05013199",6520
"4115","E05013201",6332
"4116","E05013202",6346
"4117","E05013203",10980
"4118","E05013204",7146
"4119","E05013205",6904
"4120","E05013207",2436
"4121","E05013208",8559
"4122","E05013209",7045
"4123","E05013210",9682
"4124","E05013211",10549
"4125","E05013212",6497
"4126","E05013213",13363
"4127","E05013214",13293
"4128","E05013215",9482
"4129","E05013216",17028
"4130","E05013217",9968
"4131","E05013218",15381
"4132","E05013219",12419
"4133","E05013220",12176
"4134","E05013221",13615
"4135","E05013222",14238
"4136","E05013223",11273
"4137","E05013224",11262
"4138","E05013225",11377
"4139","E05013226",9247
"4140","E05013227",11299
"4141","E05013228",23021
"4142","E05013229",23739
"4143","E05013230",12080
"4144","E05013231",13869
"4145","E05013232",11501
"4146","E05013233",11938
"4147","E05013234",13597
"4148","E05013235",13039
"4149","E05013236",14878
"4150","E05013237",13734
"4151","E05013238",10695
"4152","E05013239",11600
"4153","E05013240",11997
"4154","E05013241",15373
"4155","E05013242",15717
"4156","E05013243",24478
"4157","E05013244",12146
"4158","E05013245",12000
"4159","E05013246",23995
"4160","E05013247",13165
"4161","E05013248",11815
"4162","E05013249",13927
"4163","E05013250",11514
"4164","E05013251",20620
"4165","E05013252",9765
"4166","E05013253",9387
"4167","E05013254",11021
"4168","E05013255",15360
"4169","E05013256",11537
"4170","E05013257",10323
"4171","E05013258",12242
"4172","E05013259",10689
"4173","E05013260",10883
"4174","E05013261",13756
"4175","E05013262",20878
"4176","E05013263",13013
"4177","E05013264",11353
"4178","E05013265",12403
"4179","E05013266",21765
"4180","E05013267",14342
"4181","E05013268",14749
"4182","E05013269",10708
"4183","E05013270",4160
"4184","E05013271",4863
"4185","E05013273",5869
"4186","E05013274",7848
"4187","E05013275",7038
"4188","E05013276",7133
"4189","E05013277",5632
"4190","E05013278",5583
"4191","E05013279",5673
"4192","E05013280",6153
"4193","E05013281",6677
"4194","E05013282",6743
"4195","E05013284",7670
"4196","E05013286",6994
"4197","E05013288",5026
"4198","E05013289",5468
"4199","E05013290",5701
"4200","E05013291",11689
"4201","E05013292",5447
"4202","E05013293",7829
"4203","E05013295",9418
"4204","E05013297",6174
"4205","E05013298",8445
"4206","E05013301",7704
"4207","E05013302",7629
"4208","E05013303",7324
"4209","E05013305",6279
"4210","E05013306",5242
"4211","E05013307",6289
"4212","E05013308",6162
"4213","E05013309",5338
"4214","E05013311",5484
"4215","E05013312",6724
"4216","E05013313",5862
"4217","E05013314",7838
"4218","E05013315",5563
"4219","E05013317",6871
"4220","E05013319",5335
"4221","E05013320",7602
"4222","E05013321",6484
"4223","E05013323",9971
"4224","E05013324",5874
"4225","E05013325",4949
"4226","E05013327",6243
"4227","E05013329",6795
"4228","E05013330",5099
"4229","E05013331",6884
"4230","E05013336",6236
"4231","E05013337",5483
"4232","E05013338",6847
"4233","E05013341",5652
"4234","E05013346",5879
"4235","E05013347",5728
"4236","E05013348",6335
"4237","E05013349",5395
"4238","E05013350",5653
"4239","E05013351",6242
"4240","E05013353",6844
"4241","E05013354",9366
"4242","E05013355",7118
"4243","E05013356",6088
"4244","E05013357",5963
"4245","E05013358",7592
"4246","E05013359",3703
"4247","E05013360",3241
"4248","E05013361",3025
"4249","E05013362",2940
"4250","E05013363",2922
"4251","E05013364",3642
"4252","E05013365",3078
"4253","E05013366",3493
"4254","E05013367",2720
"4255","E05013368",3566
"4256","E05013369",3653
"4257","E05013370",4186
"4258","E05013371",4444
"4259","E05013372",3155
"4260","E05013373",3446
"4261","E05013374",2874
"4262","E05013375",2774
"4263","E05013376",3415
"4264","E05013377",3360
"4265","E05013378",3294
"4266","E05013379",3110
"4267","E05013380",5912
"4268","E05013381",3035
"4269","E05013382",3526
"4270","E05013383",3658
"4271","E05013384",10227
"4272","E05013385",3358
"4273","E05013386",3029
"4274","E05013387",4745
"4275","E05013388",2163
"4276","E05013389",2898
"4277","E05013390",3338
"4278","E05013391",3241
"4279","E05013392",3720
"4280","E05013393",3359
"4281","E05013394",3206
"4282","E05013395",3378
"4283","E05013396",3068
"4284","E05013397",3383
"4285","E05013398",5441
"4286","E05013399",5005
"4287","E05013400",9895
"4288","E05013401",3893
"4289","E05013402",5470
"4290","E05013403",7057
"4291","E05013405",5355
"4292","E05013406",5008
"4293","E05013407",5330
"4294","E05013408",4382
"4295","E05013409",5600
"4296","E05013410",4312
"4297","E05013411",4211
"4298","E05013412",5194
"4299","E05013413",4933
"4300","E05013414",5319
"4301","E05013415",3443
"4302","E05013416",5796
"4303","E05013417",4326
"4304","E05013418",5348
"4305","E05013419",5950
"4306","E05013420",3805
"4307","E05013421",2550
"4308","E05013422",3549
"4309","E05013423",4356
"4310","E05013424",5731
"4311","E05013425",4466
"4312","E05013426",7056
"4313","E05013427",4898
"4314","E05013428",5971
"4315","E05013429",4830
"4316","E05013430",4762
"4317","E05013431",4465
"4318","E05013432",9901
"4319","E05013433",3606
"4320","E05013434",5780
"4321","E05013435",4065
"4322","E05013436",3685
"4323","E05013437",4756
"4324","E05013438",5765
"4325","E05013439",5062
"4326","E05013440",4353
"4327","E05013441",8028
"4328","E05013442",7150
"4329","E05013443",5023
"4330","E05013444",7773
"4331","E05013446",4337
"4332","E05013447",4243
"4333","E05013448",5168
"4334","E05013449",5926
"4335","E05013450",4194
"4336","E05013451",4980
"4337","E05013452",4730
"4338","E05013453",6566
"4339","E05013455",4994
"4340","E05013457",6057
"4341","E05013458",4220
"4342","E05013459",5684
"4343","E05013460",5226
"4344","E05013461",5081
"4345","E05013462",3317
"4346","E05013463",4944
"4347","E05013464",5884
"4348","E05013465",3362
"4349","E05013466",7121
"4350","E05013467",6551
"4351","E05013468",5123
"4352","E05013469",6983
"4353","E05013470",5334
"4354","E05013471",5291
"4355","E05013472",4552
"4356","E05013473",6560
"4357","E05013474",9784
"4358","E05013475",5300
"4359","E05013476",3869
"4360","E05013477",6493
"4361","E05013478",7087
"4362","E05013479",3855
"4363","E05013480",4535
"4364","E05013481",4375
"4365","E05013482",3358
"4366","E05013483",4543
"4367","E05013484",4930
"4368","E05013485",3855
"4369","E05013486",6185
"4370","E05013487",6550
"4371","E05013488",3751
"4372","E05013489",3854
"4373","E05013490",5206
"4374","E05013491",5173
"4375","E05013492",4292
"4376","E05013493",4808
"4377","E05013494",4383
"4378","E05013495",5793
"4379","E05013496",14312
"4380","E05013497",10292
"4381","E05013498",11723
"4382","E05013499",11876
"4383","E05013500",21147
"4384","E05013501",17443
"4385","E05013502",16089
"4386","E05013503",14943
"4387","E05013504",10921
"4388","E05013505",18347
"4389","E05013506",11450
"4390","E05013507",16838
"4391","E05013508",15932
"4392","E05013509",15427
"4393","E05013510",30682
"4394","E05013511",10414
"4395","E05013512",9294
"4396","E05013513",15073
"4397","E05013514",15210
"4398","E05013515",12254
"4399","E05013516",9975
"4400","E05013517",16231
"4401","E05013518",17082
"4402","E05013519",12924
"4403","E05013520",16436
"4404","E05013521",14415
"4405","E05013522",13504
"4406","E05013523",15153
"4407","E05013524",18017
"4408","E05013525",14527
"4409","E05013526",12760
"4410","E05013527",24206
"4411","E05013528",12285
"4412","E05013529",12947
"4413","E05013530",13348
"4414","E05013531",15513
"4415","E05013532",13496
"4416","E05013533",20737
"4417","E05013534",15964
"4418","E05013535",13850
"4419","E05013536",16481
"4420","E05013537",10143
"4421","E05013538",14120
"4422","E05013539",5202
"4423","E05013540",15514
"4424","E05013541",14796
"4425","E05013542",7722
"4426","E05013543",8702
"4427","E05013544",13493
"4428","E05013545",13601
"4429","E05013546",11245
"4430","E05013547",11315
"4431","E05013548",12937
"4432","E05013549",9354
"4433","E05013550",12427
"4434","E05013551",11033
"4435","E05013552",9261
"4436","E05013553",12632
"4437","E05013554",8391
"4438","E05013555",12874
"4439","E05013556",14010
"4440","E05013557",7452
"4441","E05013558",8178
"4442","E05013559",13077
"4443","E05013560",14424
"4444","E05013561",9044
"4445","E05013562",7180
"4446","E05013563",8654
"4447","E05013564",13877
"4448","E05013565",9716
"4449","E05013566",20974
"4450","E05013567",14981
"4451","E05013568",6596
"4452","E05013569",17273
"4453","E05013570",45554
"4454","E05013571",13740
"4455","E05013572",9992
"4456","E05013573",13801
"4457","E05013574",12566
"4458","E05013575",10848
"4459","E05013576",14409
"4460","E05013577",15133
"4461","E05013578",9402
"4462","E05013579",17836
"4463","E05013580",21446
"4464","E05013581",15264
"4465","E05013582",19062
"4466","E05013583",11327
"4467","E05013584",12458
"4468","E05013585",8561
"4469","E05013586",8919
"4470","E05013587",11787
"4471","E05013588",13130
"4472","E05013589",11812
"4473","E05013590",12696
"4474","E05013591",8665
"4475","E05013592",12883
"4476","E05013593",13887
"4477","E05013594",9150
"4478","E05013595",14089
"4479","E05013596",15134
"4480","E05013597",8946
"4481","E05013598",7642
"4482","E05013599",15529
"4483","E05013600",9355
"4484","E05013601",13169
"4485","E05013602",11568
"4486","E05013603",13005
"4487","E05013604",11582
"4488","E05013605",14342
"4489","E05013606",13819
"4490","E05013607",7971
"4491","E05013608",7735
"4492","E05013609",16683
"4493","E05013610",14054
"4494","E05013611",9876
"4495","E05013612",16042
"4496","E05013613",12537
"4497","E05013614",14030
"4498","E05013615",10715
"4499","E05013616",13792
"4500","E05013617",11761
"4501","E05013618",9449
"4502","E05013619",14320
"4503","E05013620",10887
"4504","E05013621",7534
"4505","E05013622",14241
"4506","E05013623",11007
"4507","E05013624",14186
"4508","E05013625",13108
"4509","E05013626",16600
"4510","E05013627",15905
"4511","E05013628",14809
"4512","E05013629",14654
"4513","E05013630",19481
"4514","E05013631",19327
"4515","E05013632",10253
"4516","E05013633",19081
"4517","E05013634",10610
"4518","E05013635",16927
"4519","E05013636",15556
"4520","E05013637",18947
"4521","E05013638",10874
"4522","E05013639",17829
"4523","E05013640",18037
"4524","E05013641",11809
"4525","E05013642",14201
"4526","E05013643",20710
"4527","E05013644",12661
"4528","E05013645",18697
"4529","E05013646",13246
"4530","E05013647",14532
"4531","E05013648",19693
"4532","E05013649",18084
"4533","E05013650",10651
"4534","E05013651",13258
"4535","E05013652",13700
"4536","E05013653",34084
"4537","E05013654",6947
"4538","E05013655",9562
"4539","E05013656",10504
"4540","E05013657",8087
"4541","E05013658",18208
"4542","E05013659",9136
"4543","E05013660",11205
"4544","E05013661",11280
"4545","E05013662",34577
"4546","E05013663",7733
"4547","E05013664",11481
"4548","E05013665",11690
"4549","E05013666",18093
"4550","E05013667",13121
"4551","E05013668",18247
"4552","E05013669",16386
"4553","E05013670",11984
"4554","E05013671",11286
"4555","E05013672",7095
"4556","E05013673",8874
"4557","E05013674",19089
"4558","E05013675",9727
"4559","E05013676",10821
"4560","E05013677",11533
"4561","E05013678",10341
"4562","E05013679",18045
"4563","E05013680",17017
"4564","E05013681",8505
"4565","E05013682",15818
"4566","E05013683",7716
"4567","E05013684",14687
"4568","E05013685",13774
"4569","E05013686",9942
"4570","E05013687",8077
"4571","E05013688",10968
"4572","E05013689",14334
"4573","E05013690",13782
"4574","E05013691",15305
"4575","E05013692",14528
"4576","E05013693",15497
"4577","E05013694",21440
"4578","E05013695",12673
"4579","E05013696",9770
"4580","E05013697",12052
"4581","E05013698",13117
"4582","E05013699",22369
"4583","E05013700",13418
"4584","E05013701",11368
"4585","E05013702",16887
"4586","E05013703",15141
"4587","E05013704",13631
"4588","E05013705",13284
"4589","E05013706",11747
"4590","E05013707",15810
"4591","E05013708",13658
"4592","E05013709",12461
"4593","E05013710",13650
"4594","E05013711",12499
"4595","E05013712",12582
"4596","E05013713",10795
"4597","E05013714",9916
"4598","E05013715",16857
"4599","E05013716",15785
"4600","E05013717",15557
"4601","E05013718",14185
"4602","E05013719",16100
"4603","E05013720",15681
"4604","E05013721",11740
"4605","E05013722",13774
"4606","E05013723",12974
"4607","E05013724",17169
"4608","E05013725",18418
"4609","E05013726",14003
"4610","E05013727",8688
"4611","E05013728",9803
"4612","E05013729",16965
"4613","E05013730",18152
"4614","E05013731",15005
"4615","E05013732",14612
"4616","E05013733",7360
"4617","E05013734",8053
"4618","E05013735",11416
"4619","E05013736",16967
"4620","E05013737",9267
"4621","E05013738",15664
"4622","E05013739",7967
"4623","E05013740",7272
"4624","E05013741",9193
"4625","E05013742",6372
"4626","E05013743",10891
"4627","E05013744",11580
"4628","E05013745",8203
"4629","E05013746",7976
"4630","E05013747",11270
"4631","E05013748",8903
"4632","E05013749",8964
"4633","E05013750",6460
"4634","E05013751",9309
"4635","E05013752",11169
"4636","E05013753",6991
"4637","E05013754",13262
"4638","E05013755",13211
"4639","E05013756",10516
"4640","E05013757",9121
"4641","E05013758",10483
"4642","E05013759",5429
"4643","E05013760",10424
"4644","E05013761",6617
"4645","E05013762",13955
"4646","E05013763",9499
"4647","E05013764",8212
"4648","E05013765",13766
"4649","E05013766",9541
"4650","E05013767",10968
"4651","E05013768",9800
"4652","E05013769",9167
"4653","E05013770",10470
"4654","E05013771",11142
"4655","E05013772",7466
"4656","E05013773",6078
"4657","E05013774",10792
"4658","E05013775",11084
"4659","E05013776",10668
"4660","E05013777",10766
"4661","E05013778",10515
"4662","E05013779",9420
"4663","E05013780",10465
"4664","E05013781",8990
"4665","E05013782",12439
"4666","E05013783",11362
"4667","E05013784",10475
"4668","E05013785",12074
"4669","E05013786",13930
"4670","E05013787",10818
"4671","E05013788",12698
"4672","E05013789",12956
"4673","E05013790",10414
"4674","E05013791",9368
"4675","E05013792",14479
"4676","E05013793",12499
"4677","E05013794",11780
"4678","E05013795",10382
"4679","E05013796",20625
"4680","E05013797",22720
"4681","E05013798",12005
"4682","E05013799",10098
"4683","E05013800",10806
"4684","E05013801",38279
"4685","E05013802",11945
"4686","E05013803",9641
"4687","E05013804",10847
"4688","E05013805",15853
"4689","E05013806",63901
"4690","E05013807",13155
"4691","E05013808",67132
"4692","E05013809",11404
"4693","E05013810",11949
"4694","E05013811",8255
"4695","E05013812",10893
"4696","E05013813",11697
"4697","E05013814",9866
"4698","E05013815",9636
"4699","E05013816",10006
"4700","E05013817",9197
"4701","E05013818",9502
"4702","E05013819",9643
"4703","E05013820",8997
"4704","E05013821",9261
"4705","E05013822",7930
"4706","E05013823",11801
"4707","E05013824",9706
"4708","E05013825",13929
"4709","E05013826",5531
"4710","E05013827",10485
"4711","E05013828",11116
"4712","E05013829",14023
"4713","E05013830",20741
"4714","E05013831",26051
"4715","E05013832",4364
"4716","E05013833",3838
"4717","E05013834",4678
"4718","E05013835",5011
"4719","E05013836",7152
"4720","E05013837",6808
"4721","E05013838",5691
"4722","E05013839",5423
"4723","E05013840",5704
"4724","E05013841",6279
"4725","E05013842",5514
"4726","E05013843",5878
"4727","E05013844",6173
"4728","E05013845",6913
"4729","E05013846",5274
"4730","E05013847",6026
"4731","E05013848",7773
"4732","E05013849",6610
"4733","E05013850",5629
"4734","E05013851",6147
"4735","E05013852",5595
"4736","E05013853",6590
"4737","E05013854",7686
"4738","E05013855",6130
"4739","E05013856",7298
"4740","E05013857",6047
"4741","E05013858",6285
"4742","E05013859",5741
"4743","E05013860",6063
"4744","E05013861",5994
"4745","E05013862",4512
"4746","E05013863",5526
"4747","E05013864",16853
"4748","E05013865",10224
"4749","E05013866",10712
"4750","E05013867",8471
"4751","E05013868",11207
"4752","E05013869",9617
"4753","E05013870",8268
"4754","E05013871",10755
"4755","E05013872",7779
"4756","E05013873",9332
"4757","E05013874",9559
"4758","E05013875",20041
"4759","E05013876",10167
"4760","E05013877",9719
"4761","E05013878",8871
"4762","E05013879",13561
"4763","E05013880",6399
"4764","E05013881",6258
"4765","E05013882",13698
"4766","E05013883",8543
"4767","E05013884",13019
"4768","E05013885",10918
"4769","E05013886",7959
"4770","E05013887",19067
"4771","E05013888",12132
"4772","E05013889",9334
"4773","E05013890",11775
"4774","E05013891",11372
"4775","E05013892",13188
"4776","E05013893",13054
"4777","E05013894",12033
"4778","E05013895",15446
"4779","E05013896",13290
"4780","E05013897",12050
"4781","E05013898",7990
"4782","E05013899",10007
"4783","E05013900",7332
"4784","E05013901",13270
"4785","E05013902",12813
"4786","E05013903",9247
"4787","E05013904",19521
"4788","E05013905",12237
"4789","E05013906",13031
"4790","E05013907",6604
"4791","E05013908",15554
"4792","E05013909",14398
"4793","E05013910",15796
"4794","E05013911",9391
"4795","E05013912",15699
"4796","E05013913",14897
"4797","E05013914",14632
"4798","E05013915",14989
"4799","E05013916",14022
"4800","E05013917",10101
"4801","E05013918",15179
"4802","E05013919",15223
"4803","E05013920",13977
"4804","E05013921",10468
"4805","E05013922",9521
"4806","E05013923",13007
"4807","E05013924",19569
"4808","E05013925",18477
"4809","E05013926",13415
"4810","E05013927",12713
"4811","E05013928",5767
"4812","E05013929",5229
"4813","E05013930",8159
"4814","E05013931",8833
"4815","E05013932",11118
"4816","E05013933",10292
"4817","E05013934",6500
"4818","E05013935",9837
"4819","E05013936",5797
"4820","E05013937",9747
"4821","E05013938",16438
"4822","E05013939",6014
"4823","E05013940",9828
"4824","E05013941",9957
"4825","E05013942",5738
"4826","E05013943",11802
"4827","E05013944",10383
"4828","E05013945",10459
"4829","E05013946",6269
"4830","E05013947",7600
"4831","E05013948",9233
"4832","E05013949",9108
"4833","E05013950",3808
"4834","E05013951",7562
"4835","E05013952",7909
"4836","E05013953",8824
"4837","E05013954",6739
"4838","E05013955",9708
"4839","E05013956",7769
"4840","E05013957",7953
"4841","E05013960",9693
"4842","E05013961",5993
"4843","E05013962",7501
"4844","E05013963",8099
"4845","E05013964",12603
"4846","E05013965",7909
"4847","E05013966",8650
"4848","E05013967",6664
"4849","E05013968",11601
"4850","E05013969",14176
"4851","E05013970",8419
"4852","E05013971",14825
"4853","E05013972",7158
"4854","E05013973",14732
"4855","E05013974",14040
"4856","E05013975",15351
"4857","E05013976",11901
"4858","E05013977",12246
"4859","E05013978",12001
"4860","E05013979",13549
"4861","E05013980",22333
"4862","E05013981",10050
"4863","E05013982",14241
"4864","E05013983",13103
"4865","E05013984",8977
"4866","E05013985",13771
"4867","E05013986",13909
"4868","E05013987",15839
"4869","E05013988",17154
"4870","E05013989",10060
"4871","E05013990",17770
"4872","E05013991",20224
"4873","E05013992",11278
"4874","E05013993",15575
"4875","E05013994",15645
"4876","E05013995",10330
"4877","E05013996",5811
"4878","E05013997",20466
"4879","E05013998",14882
"4880","E05013999",16691
"4881","E05014000",10000
"4882","E05014001",11738
"4883","E05014002",18090
"4884","E05014003",17006
"4885","E05014004",11815
"4886","E05014005",14758
"4887","E05014006",16770
"4888","E05014007",16399
"4889","E05014008",13910
"4890","E05014009",18113
"4891","E05014010",17293
"4892","E05014011",15147
"4893","E05014012",10068
"4894","E05014013",15794
"4895","E05014014",14767
"4896","E05014015",8826
"4897","E05014016",12446
"4898","E05014017",17785
"4899","E05014018",13844
"4900","E05014019",15032
"4901","E05014020",8986
"4902","E05014021",12007
"4903","E05014022",18066
"4904","E05014023",14821
"4905","E05014024",26260
"4906","E05014025",12462
"4907","E05014026",9687
"4908","E05014027",16301
"4909","E05014028",19204
"4910","E05014029",15079
"4911","E05014030",14864
"4912","E05014031",10817
"4913","E05014032",5916
"4914","E05014033",9706
"4915","E05014034",8814
"4916","E05014035",10557
"4917","E05014036",16092
"4918","E05014037",9423
"4919","E05014038",9096
"4920","E05014039",9669
"4921","E05014040",16271
"4922","E05014041",8645
"4923","E05014042",13852
"4924","E05014043",9140
"4925","E05014044",7646
"4926","E05014045",11535
"4927","E05014046",12884
"4928","E05014047",10670
"4929","E05014048",10240
"4930","E05014049",13269
"4931","E05014050",8863
"4932","E05014051",12550
"4933","E05014052",8393
"4934","E05014053",5512
"4935","E05014054",8878
"4936","E05014055",13044
"4937","E05014056",9620
"4938","E05014057",8184
"4939","E05014058",12402
"4940","E05014059",7697
"4941","E05014060",12726
"4942","E05014061",9820
"4943","E05014062",10768
"4944","E05014063",8154
"4945","E05014064",11697
"4946","E05014065",12838
"4947","E05014066",11706
"4948","E05014067",13038
"4949","E05014068",7254
"4950","E05014069",12345
"4951","E05014070",10425
"4952","E05014071",12311
"4953","E05014072",14719
"4954","E05014073",14267
"4955","E05014074",10450
"4956","E05014075",10802
"4957","E05014076",14032
"4958","E05014077",8165
"4959","E05014078",9258
"4960","E05014079",16117
"4961","E05014080",10357
"4962","E05014081",11496
"4963","E05014082",14991
